Tipo de instancia,Familia de instancias,Tamaño de instancia,Zonas de disponibilidad,Elegible para la capa gratuita,Prueba gratuita disponible,Sin sistema operativo,Hipervisor,CPU virtuales,Arquitectura,Núcleos,Núcleos válidos,Subprocesos por núcleo,Subprocesos válidos por núcleo,Velocidad de reloj constante (GHz),Memoria (GiB),Almacenamiento (GB),Almacenamiento local de la instancia,Tipo de almacenamiento,Recuento de discos de almacenamiento,Compatibilidad con el cifrado de EBS,Compatibilidad con la optimización de EBS,Rendimiento de la red,Compatibilidad con ENA,Cantidad máxima de interfaces de red,Direcciones IPv4 por interfaz,Direcciones IPv6 por interfaz,Compatibilidad con IPv6,Estrategias de grupos de ubicación admitidas,GPU,FPGA,Compatibilidad con la recuperación automática,Tipos de dispositivos raíz admitidas,Compatibilidad con los alojamientos dedicados,Compatibilidad con la hibernación bajo demanda,Compatibilidad con el rendimiento ampliable en ráfagas,Generación actual,Compatibilidad con ENA Express,Bajo demanda Linux precios,Bajo demanda Windows precios,Bajo demanda SUSE precios,Bajo demanda RHEL precios
m7g.metal,m7g,metal,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,verdadero,,64,arm64,64,-,1,-,2.6,256,-,-,-,-,supported,default,30 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,3.0195 USD por hora,,3.1445 USD por hora,3.1495 USD por hora
m7i.large,m7i,large,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.2,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.11655 USD por hora,0.20855 USD por hora,0.17285 USD por hora,0.17655 USD por hora
m7i.xlarge,m7i,xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.2,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.2331 USD por hora,0.4171 USD por hora,0.2894 USD por hora,0.2931 USD por hora
m7i.2xlarge,m7i,2xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.2,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.4662 USD por hora,0.8342 USD por hora,0.5912 USD por hora,0.5962 USD por hora
m7i.4xlarge,m7i,4xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.2,64,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.9324 USD por hora,1.6684 USD por hora,1.0574 USD por hora,1.0624 USD por hora
m7i.8xlarge,m7i,8xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.2,128,-,-,-,-,supported,default,12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,1.8648 USD por hora,3.3368 USD por hora,1.9898 USD por hora,1.9948 USD por hora
m7i.12xlarge,m7i,12xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.2,192,-,-,-,-,supported,default,18.75 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,2.7972 USD por hora,5.0052 USD por hora,2.9222 USD por hora,2.9272 USD por hora
m7i.16xlarge,m7i,16xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.2,256,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,3.7296 USD por hora,6.6736 USD por hora,3.8546 USD por hora,3.8596 USD por hora
m7i.24xlarge,m7i,24xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,96,x86_64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",2,"1,2",3.2,384,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,true,5.5944 USD por hora,10.0104 USD por hora,5.7194 USD por hora,5.7244 USD por hora
m7i.48xlarge,m7i,48xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,192,x86_64,96,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96",2,"1,2",3.2,768,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,true,11.1888 USD por hora,20.0208 USD por hora,11.3138 USD por hora,11.3188 USD por hora
m7i.metal-24xl,m7i,metal-24xl,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,verdadero,,96,x86_64,48,-,2,-,3.2,384,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,true,5.5944 USD por hora,10.0104 USD por hora,5.7194 USD por hora,5.7244 USD por hora
m7i.metal-48xl,m7i,metal-48xl,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,verdadero,,192,x86_64,96,-,2,-,3.2,768,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,11.1888 USD por hora,20.0208 USD por hora,11.3138 USD por hora,11.3188 USD por hora
m7i-flex.large,m7i-flex,large,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.2,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,0.11072 USD por hora,0.19812 USD por hora,0.16702 USD por hora,0.17072 USD por hora
m7i-flex.xlarge,m7i-flex,xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.2,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,0.22144 USD por hora,0.39624 USD por hora,0.27774 USD por hora,0.28144 USD por hora
m7i-flex.2xlarge,m7i-flex,2xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.2,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,0.44288 USD por hora,0.79248 USD por hora,0.56788 USD por hora,0.57288 USD por hora
m7i-flex.4xlarge,m7i-flex,4xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.2,64,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,0.88576 USD por hora,1.58496 USD por hora,1.01076 USD por hora,1.01576 USD por hora
m7i-flex.8xlarge,m7i-flex,8xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.2,128,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,1.77152 USD por hora,3.16992 USD por hora,1.89652 USD por hora,1.90152 USD por hora
mac1.metal,mac1,metal,"eu-west-2c, eu-west-2a",falso,falso,verdadero,,12,x86_64_mac,6,-,2,-,3.2,32,-,-,-,-,supported,default,25 Gigabit,required,8,30,30,verdadero,"partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,,,,
p3.2xlarge,p3,2xlarge,"eu-west-2b, eu-west-2a",falso,falso,falso,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.7,61,-,-,-,-,supported,default,Up to 10 Gigabit,supported,4,15,15,verdadero,"cluster, partition, spread",1,-,verdadero,ebs,verdadero,-,-,verdadero,false,3.589 USD por hora,3.957 USD por hora,3.689 USD por hora,3.719 USD por hora
p3.8xlarge,p3,8xlarge,"eu-west-2a, eu-west-2b",falso,falso,falso,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.7,244,-,-,-,-,supported,default,10 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",4,-,verdadero,ebs,verdadero,-,-,verdadero,false,14.356 USD por hora,15.828 USD por hora,14.456 USD por hora,14.486 USD por hora
p3.16xlarge,p3,16xlarge,"eu-west-2a, eu-west-2b",falso,falso,falso,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.7,488,-,-,-,-,supported,default,25 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",8,-,verdadero,ebs,verdadero,-,-,verdadero,false,28.712 USD por hora,31.656 USD por hora,28.812 USD por hora,28.842 USD por hora
r4.large,r4,large,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,xen,2,x86_64,1,1,2,"1,2",2.3,15.3,-,-,-,-,supported,default,Up to 10 Gigabit,supported,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,falso,false,0.156 USD por hora,0.248 USD por hora,0.256 USD por hora,0.216 USD por hora
r4.xlarge,r4,xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,xen,4,x86_64,2,"1,2",2,"1,2",2.3,30.5,-,-,-,-,supported,default,Up to 10 Gigabit,supported,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,falso,false,0.312 USD por hora,0.496 USD por hora,0.412 USD por hora,0.372 USD por hora
r4.2xlarge,r4,2xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,61,-,-,-,-,supported,default,Up to 10 Gigabit,supported,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,falso,false,0.624 USD por hora,0.992 USD por hora,0.724 USD por hora,0.754 USD por hora
r4.4xlarge,r4,4xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,122,-,-,-,-,supported,default,Up to 10 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,falso,false,1.248 USD por hora,1.984 USD por hora,1.348 USD por hora,1.378 USD por hora
r4.8xlarge,r4,8xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.3,244,-,-,-,-,supported,default,10 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,falso,false,2.496 USD por hora,3.968 USD por hora,2.596 USD por hora,2.626 USD por hora
r4.16xlarge,r4,16xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,488,-,-,-,-,supported,default,25 Gigabit,supported,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,falso,false,4.992 USD por hora,7.936 USD por hora,5.092 USD por hora,5.122 USD por hora
r5.large,r5,large,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.1,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.148 USD por hora,0.24 USD por hora,0.204 USD por hora,0.208 USD por hora
r5.xlarge,r5,xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",3.1,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.296 USD por hora,0.48 USD por hora,0.352 USD por hora,0.356 USD por hora
r5.2xlarge,r5,2xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.592 USD por hora,0.96 USD por hora,0.717 USD por hora,0.722 USD por hora
r5.4xlarge,r5,4xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,1.184 USD por hora,1.92 USD por hora,1.309 USD por hora,1.314 USD por hora
r5.8xlarge,r5,8xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.368 USD por hora,3.84 USD por hora,2.493 USD por hora,2.498 USD por hora
r5.12xlarge,r5,12xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,3.552 USD por hora,5.76 USD por hora,3.677 USD por hora,3.682 USD por hora
r5.16xlarge,r5,16xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,4.736 USD por hora,7.68 USD por hora,4.861 USD por hora,4.866 USD por hora
r5.24xlarge,r5,24xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,7.104 USD por hora,11.52 USD por hora,7.229 USD por hora,7.234 USD por hora
r5.metal,r5,metal,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,verdadero,,96,x86_64,48,-,2,-,3.1,768,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,7.104 USD por hora,11.52 USD por hora,7.229 USD por hora,7.234 USD por hora
r5a.large,r5a,large,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,0.133 USD por hora,0.225 USD por hora,0.189 USD por hora,0.193 USD por hora
r5a.xlarge,r5a,xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,0.266 USD por hora,0.45 USD por hora,0.322 USD por hora,0.326 USD por hora
r5a.2xlarge,r5a,2xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,0.532 USD por hora,0.9 USD por hora,0.657 USD por hora,0.662 USD por hora
r5a.4xlarge,r5a,4xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.5,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,1.064 USD por hora,1.8 USD por hora,1.189 USD por hora,1.194 USD por hora
r5a.8xlarge,r5a,8xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,256,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,false,2.128 USD por hora,3.6 USD por hora,2.253 USD por hora,2.258 USD por hora
r5a.12xlarge,r5a,12xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.5,384,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,false,3.192 USD por hora,5.4 USD por hora,3.317 USD por hora,3.322 USD por hora
r5a.16xlarge,r5a,16xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,512,-,-,-,-,supported,default,12 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,false,4.256 USD por hora,7.2 USD por hora,4.381 USD por hora,4.386 USD por hora
r5a.24xlarge,r5a,24xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.5,768,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,false,6.384 USD por hora,10.8 USD por hora,6.509 USD por hora,6.514 USD por hora
r5ad.large,r5ad,large,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",2.2,16,75,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,-,verdadero,-,verdadero,false,0.154 USD por hora,0.246 USD por hora,0.21 USD por hora,0.214 USD por hora
r5ad.xlarge,r5ad,xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",2.2,32,150,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,-,verdadero,-,verdadero,false,0.308 USD por hora,0.492 USD por hora,0.364 USD por hora,0.368 USD por hora
r5ad.2xlarge,r5ad,2xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,64,300,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,-,verdadero,-,verdadero,false,0.616 USD por hora,0.984 USD por hora,0.741 USD por hora,0.746 USD por hora
r5ad.4xlarge,r5ad,4xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.2,128,600,verdadero,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,-,verdadero,-,verdadero,false,1.232 USD por hora,1.968 USD por hora,1.357 USD por hora,1.362 USD por hora
r5ad.8xlarge,r5ad,8xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,256,1200,verdadero,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,2.464 USD por hora,3.936 USD por hora,2.589 USD por hora,2.594 USD por hora
r5ad.12xlarge,r5ad,12xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.2,384,1800,verdadero,ssd,2,supported,default,10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,3.696 USD por hora,5.904 USD por hora,3.821 USD por hora,3.826 USD por hora
r5ad.16xlarge,r5ad,16xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,512,2400,verdadero,ssd,4,supported,default,12 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,4.928 USD por hora,7.872 USD por hora,5.053 USD por hora,5.058 USD por hora
r5ad.24xlarge,r5ad,24xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.2,768,3600,verdadero,ssd,4,supported,default,20 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,7.392 USD por hora,11.808 USD por hora,7.517 USD por hora,7.522 USD por hora
r5b.large,r5b,large,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.1,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.175 USD por hora,0.267 USD por hora,0.2313 USD por hora,0.235 USD por hora
r5b.xlarge,r5b,xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.35 USD por hora,0.534 USD por hora,0.4063 USD por hora,0.41 USD por hora
r5b.2xlarge,r5b,2xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.7 USD por hora,1.068 USD por hora,0.825 USD por hora,0.83 USD por hora
r5b.4xlarge,r5b,4xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,1.4 USD por hora,2.136 USD por hora,1.525 USD por hora,1.53 USD por hora
r5b.8xlarge,r5b,8xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.8 USD por hora,4.272 USD por hora,2.925 USD por hora,2.93 USD por hora
r5b.12xlarge,r5b,12xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,4.2 USD por hora,6.408 USD por hora,4.325 USD por hora,4.33 USD por hora
r5b.16xlarge,r5b,16xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,5.6 USD por hora,8.544 USD por hora,5.725 USD por hora,5.73 USD por hora
r5b.24xlarge,r5b,24xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,8.4 USD por hora,12.816 USD por hora,8.525 USD por hora,8.53 USD por hora
r5b.metal,r5b,metal,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,verdadero,,96,x86_64,48,-,2,-,3.1,768,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,8.4 USD por hora,12.816 USD por hora,8.525 USD por hora,8.53 USD por hora
r5d.large,r5d,large,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.1,16,75,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,0.169 USD por hora,0.261 USD por hora,0.225 USD por hora,0.229 USD por hora
r5d.xlarge,r5d,xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",3.1,32,150,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,0.338 USD por hora,0.522 USD por hora,0.394 USD por hora,0.398 USD por hora
